"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","MSZoning_R","Street_R","Alley_R","LotShape_R","LandContour_R","Utilities_R","LotConfig_R","LandSlope_R","Neighborhood_R","Condition1_R","Condition2_R","BldgType_R","HouseStyle_R","RoofStyle_R","RoofMatl_R","Exterior1st_R","Exterior2nd_R","MasVnrType_R","ExterQual_R","ExterCond_R","Foundation_R","BsmtQual_R","BsmtCond_R","BsmtExposure_R","BsmtFinType1_R","BsmtFinType2_R","Heating_R","HeatingQC_R","CentralAir_R","Electrical_R","KitchenQual_R","Functional_R","FireplaceQu_R","GarageType_R","GarageFinish_R","GarageQual_R","GarageCond_R","PavedDrive_R","PoolQC_R","Fence_R","MiscFeature_R","SaleType_R","SaleCondition_R","MSZoning_C","Street_C","Alley_C","LotShape_C","LandContour_C","Utilities_C","LotConfig_C","LandSlope_C","Neighborhood_C","Condition1_C","Condition2_C","BldgType_C","HouseStyle_C","RoofStyle_C","RoofMatl_C","Exterior1st_C","Exterior2nd_C","MasVnrType_C","ExterQual_C","ExterCond_C","Foundation_C","BsmtQual_C","BsmtCond_C","BsmtExposure_C","BsmtFinType1_C","BsmtFinType2_C","Heating_C","HeatingQC_C","CentralAir_C","Electrical_C","KitchenQual_C","Functional_C","FireplaceQu_C","GarageType_C","GarageFinish_C","GarageQual_C","GarageCond_C","PavedDrive_C","PoolQC_C","Fence_C","MiscFeature_C","SaleType_C","SaleCondition_C","YrBltAndRemod","TotalSF","Total_sqr_footage","Total_Bathrooms","Total_porch_sf"
"1573","20","RL",83,14.6200543579385,"Pave","None","Reg","Low","AllPub","Inside","Mod","SawyerW","Norm","Norm","1Fam","1Story",7,3.99151663325503,1987,1987,"Gable","CompShg","Plywood","Plywood","BrkFace",18.5258001767622,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",238.361832521987,"Unf",0,0,663.903137939304,"GasA","Ex","Y","SBrkr",6.3309263308079,0,0,8.13272587528075,0.993439755709873,0,1,1.06883651632936,1,0.750956851539637,"Gd",1.64399504694992,"Typ",1.68825446550595,"TA","Attchd",1987,"RFn",2,528,"Gd","Gd","Y",0,25.9987415379797,0,0,28.9820336189435,0,"None","MnPrv","None",0,"6","2010","WD","Normal",12.3523394721535,4,2,0,0.556413567999529,1.06347696371939,2,0.678301360238875,0.536068741124469,13,5,5,5,6,0.517951725692616,0.507818748023065,10,11,2.96939576428487,1.62941712868699,4,3,3,3,1.44195296880716,6,5,6,5,2,5,3,7,3,5,2,4,4,3,0,3.16585138931192,0,2.30690385500519,5,1149,1452,0,925,36,1457,1051,65,6.82887757610456,1260,1444,1218,726,1141,1433,108,142,445,488,1280,634,618,1309,132,416,1254,1426,739,1363,1332,586,1358,313,869,422,14,9,1338,0,9.98802284679122,0,1267,1198,3974,36.9729736353171,12.5556534273466,2.5,75.2391630128072
"1574","60","RL",87,14.6918317107472,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5.3480401495633,1993,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",13.0338009398466,"Gd","Gd","PConc","Gd","TA","No","GLQ",165.842950431704,"Unf",0,21.3033457736041,461.21991679113,"GasA","Ex","Y","SBrkr",6.03008618167618,1005.83684853289,0,8.41925569164453,0,0.710895287299139,2,1.06883651632936,3,0.750956851539637,"Gd",2.26196795863693,"Typ",0.903334070668931,"Gd","2Types",2000,"RFn",4,1017,"TA","TA","Y",73.2822942807228,14.9556864388488,0,0,0,0,"None","None","None",0,"5","2010","WD","Normal",12.2110651621532,4,2,0,0.78174567719594,0.888575538839921,2,1.69478219767961,0.429656418517716,13,5,5,5,7,0.517951725692616,0.507818748023065,12,13,2.96939576428487,1.62941712868699,3,6,3,3,0.660769284439014,6,5,6,5,2,5,3,7,4,3,2,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,483,1311,1457,94,1380,6.82887757610456,1260,1444,1218,443,1141,1433,515,504,445,488,146,645,618,1309,953,416,1254,1426,739,1363,1332,586,1358,378,6,422,1309,1324,1338,0,0,0,1267,1198,3986,36.4359796685667,12.3834290789875,3,75.0666831643003
"1575","20","RL",64,13.5283239869955,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,3.99151663325503,2010,2010,"Gable","CompShg","VinylSd","VinylSd","Stone",12.6517806858035,"Gd","TA","PConc","Gd","TA","No","GLQ",12.3294047734416,"Unf",0,103.885162325008,577.345578917969,"GasA","Ex","Y","SBrkr",6.21059811476828,0,0,7.93473701224777,0,0,2,0,2,0.750956851539637,"Gd",1.9965772716641,"Typ",0,"None","Attchd",2009,"RFn",2,615,"TA","TA","Y",0,11.3268118999153,0,0,0,0,"None","None","None",0,"3","2010","WD","Normal",12.1756185926714,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,17,5,5,5,6,0.517951725692616,0.507818748023065,12,13,3.95138772019329,1.62941712868699,4,6,3,3,0.660769284439014,6,5,6,5,2,5,3,7,0,5,2,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,9.48613879458928,1260,1444,1218,726,1141,1433,515,504,126,488,1280,645,618,1309,953,416,1254,1426,739,1363,1332,586,1358,0,869,422,1309,1324,1338,0,0,0,1267,1198,4020,34.976333271146,10.689761213176,2,17.2982401350879
"1576","50","RL",82,15.017929499587,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1.5Fin",6,6.00003250391683,1900,1993,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","PConc","Fa","Gd","No","Unf",0,"Unf",0,74.0605436122932,343.432705562401,"GasA","TA","Y","SBrkr",5.91625515042072,729.799833844733,0,8.1431186070848,0,0,2,0,3,0.750956851539637,"TA",1.9965772716641,"Typ",0,"None","Detchd",1957,"Unf",2,484,"TA","TA","N",0,11.8700029793283,0,0,0,0,"None","None","None",0,"3","2010","WD","Normal",11.8494048444231,4,2,0,0.78174567719594,0.888575538839921,2,0.678301360238875,0.429656418517716,13,5,5,5,3,0.517951725692616,0.507818748023065,6,11,1.98439706006336,1.24785385364991,4,6,1,4,0.660769284439014,5,5,6,3,2,5,2,7,0,2,1,3,5,1,0,0,0,2.30690385500519,5,1149,1452,0,483,1311,1457,1051,1380,6.82887757610456,1260,1444,1218,154,1141,1433,206,142,864,906,1280,645,35,65,953,430,1254,1426,428,1363,1332,735,1358,0,387,605,1309,1324,90,0,0,0,1267,1198,3893,33.2833548862768,11.0095752047516,2,18.332050095883
"1577","85","RL",82,14.4469938022552,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","SFoyer",5,3.99151663325503,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","Fa","Av","GLQ",167.212177485155,"Unf",0,0,428.545226263002,"GasA","Gd","Y","SBrkr",6.03087889786568,0,0,7.64304488363864,0.993439755709873,0,1,0,2,0.750956851539637,"TA",1.64399504694992,"Typ",0,"None","Attchd",1998,"Unf",2,580,"Gd","TA","Y",21.9473850395087,0,0,0,0,0,"None","GdPrv","None",0,"7","2010","WD","Normal",12.0106719281964,4,2,0,0.556413567999529,0.888575538839921,2,1.32775594936095,0.429656418517716,17,5,5,5,2,0.517951725692616,0.507818748023065,12,13,1.98439706006336,1.24785385364991,3,6,3,2,1.26078409318848,6,5,6,4,2,5,2,7,0,5,1,4,5,3,0,4.26524885211216,0,2.30690385500519,5,1149,1452,0,925,1311,1457,262,1380,9.48613879458928,1260,1444,1218,37,1141,1433,515,504,864,906,146,645,618,45,221,416,1254,1426,241,1363,1332,735,1358,0,869,605,14,1324,1338,0,7.0261648378525,0,1267,1198,3992,31.6312208319955,11.5361501838878,2,20.684970604858
"1578","60","RL",63,14.0556292481988,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,3.99151663325503,1997,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",87.8855215493492,"Unf",0,63.7315138842835,432.000814832395,"GasA","Ex","Y","SBrkr",5.97064761597298,958.824360793268,0,8.3402873600681,0,0,2,1.06883651632936,3,0.750956851539637,"TA",2.26196795863693,"Typ",0.903334070668931,"TA","Attchd",1997,"RFn",2,513,"TA","TA","Y",0,9.51144217814648,0,0,0,0,"None","None","None",0,"4","2010","WD","Normal",12.1281165094513,4,2,0,0.78174567719594,0.888575538839921,2,0.678301360238875,0.429656418517716,17,5,5,5,7,0.517951725692616,0.507818748023065,12,13,1.98439706006336,1.24785385364991,4,6,3,3,0.660769284439014,4,5,6,5,2,5,2,7,3,5,2,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,483,1311,1457,1051,1380,9.48613879458928,1260,1444,1218,443,1141,1433,515,504,864,906,1280,645,618,1309,953,220,1254,1426,739,1363,1332,735,1358,313,869,422,1309,1324,1338,0,0,0,1267,1198,3995,35.5954873934007,11.7794347421948,2.5,13.9504873329929
"1579","20","RL",38,15.1769914787113,"Pave","None","IR1","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6.00003250391683,1977,2004,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","Gd","CBlock","Gd","TA","No","GLQ",58.0464810176991,"Rec",11.8487323635042,28.7541661565149,495.265151899033,"GasA","Ex","Y","SBrkr",6.07768820126038,0,0,7.71856027707245,0.993439755709873,0,1,1.06883651632936,3,0.750956851539637,"TA",1.83465857242314,"Typ",0,"None","Attchd",1977,"Unf",1,308,"TA","TA","Y",58.3541465335833,14.3589598539766,0,0,0,0,"None","MnPrv","None",0,"6","2010","WD","Normal",11.4186257744496,4,2,0,0.78174567719594,0.888575538839921,2,1.06162978326912,0.429656418517716,17,5,5,5,6,0.517951725692616,0.507818748023065,13,14,1.98439706006336,1.62941712868699,3,3,3,3,0.660769284439014,6,3,6,5,2,5,2,7,0,5,1,3,5,3,0,3.16585138931192,0,2.30690385500519,5,1149,1452,0,483,1311,1457,47,1380,9.48613879458928,1260,1444,1218,726,1141,1433,60,59,864,488,146,634,618,1309,953,416,54,1426,739,1363,1332,735,1358,0,869,605,1309,1324,1338,0,9.98802284679122,0,1267,1198,3981,32.899315256585,11.6281104742473,2.5,62.1956288399971
"1580","20","RL",68,13.5638173877251,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,4.67950029371714,1972,1972,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",109.466260218073,"Unf",0,53.8665714761025,431.137284414711,"GasA","TA","Y","SBrkr",5.95676311517853,0,0,7.52412927816798,0.993439755709873,0,1,0,3,0.750956851539637,"TA",1.83465857242314,"Typ",0,"None","Detchd",1977,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"6","2010","WD","Normal",11.8130374648005,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,17,5,5,5,6,0.517951725692616,0.507818748023065,6,5,1.98439706006336,1.24785385364991,4,3,2,3,1.26078409318848,4,5,6,3,2,5,2,7,0,2,1,3,5,3,0,3.16585138931192,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,9.48613879458928,1260,1444,1218,726,1141,1433,206,197,864,906,1280,634,649,1309,221,220,1254,1426,428,1363,1332,735,1358,0,387,605,1309,1324,1338,0,9.98802284679122,0,1267,1198,3944,31.1192623926937,10.8717399464626,2,0
"1581","20","RL",80,14.2958688491967,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,3.99151663325503,2003,2003,"Hip","CompShg","CemntBd","CmentBd","BrkFace",24.3835343807231,"Gd","TA","PConc","Gd","TA","No","GLQ",267.058638138012,"Unf",0,45.2467646689448,880.742977588204,"GasA","Ex","Y","SBrkr",6.57218894199926,0,0,8.53637340884834,0.993439755709873,0,2,1.06883651632936,3,0.750956851539637,"Gd",2.26196795863693,"Typ",0.903334070668931,"Gd","Attchd",2003,"RFn",3,850,"TA","TA","Y",41.6704924195803,7.43683851449862,0,0,0,0,"None","None","None",0,"5","2010","WD","Normal",12.6915835382302,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,17,5,5,5,6,0.590519647936442,0.507818748023065,13,14,2.96939576428487,1.62941712868699,4,6,3,3,0.660769284439014,6,5,6,5,2,5,3,7,4,5,2,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,9.48613879458928,1260,1444,1218,726,284,1433,60,59,445,488,1280,645,618,1309,953,416,1254,1426,739,1363,1332,586,1358,378,869,422,1309,1324,1338,0,0,0,1267,1198,4006,41.3395562297749,13.1358689004363,3.5,41.7898624512625
"1582","60","RL",75,14.0647273060029,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,3.99151663325503,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,95.5667179734747,501.188601754912,"GasA","Ex","Y","SBrkr",6.09095003006794,1274.27194691221,0,8.61056921224271,0,0,2,1.06883651632936,4,0.750956851539637,"Gd",2.37375281692154,"Typ",0.903334070668931,"TA","Attchd",1997,"Fin",2,621,"TA","TA","Y",60.1278571210915,9.37802127972621,0,0,0,0,"None","None","None",0,"4","2010","WD","Normal",12.345838935722,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,17,5,5,5,7,0.517951725692616,0.507818748023065,12,13,1.98439706006336,1.62941712868699,4,6,3,3,0.660769284439014,5,5,6,5,2,5,3,7,3,5,3,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,9.48613879458928,1260,1444,1218,443,1141,1433,515,504,864,488,1280,645,618,1309,953,430,1254,1426,739,1363,1332,586,1358,313,869,350,1309,1324,1338,0,0,0,1267,1198,3994,38.1559790478166,11.8372986195872,2.5,59.0413592723829
"1583","120","RM",45,12.4419606213443,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,3.99151663325503,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",18.1773630933228,"Gd","TA","PConc","Gd","TA","Av","GLQ",139.140774720616,"Unf",0,33.0554711790935,419.021942235519,"GasA","Ex","Y","SBrkr",5.93181981133795,0,0,7.48428736981258,0.993439755709873,0,1,0,1,0.750956851539637,"Gd",1.64399504694992,"Typ",0,"None","Attchd",2003,"Fin",2,420,"TA","TA","Y",34.3717343757036,0,0,0,0,0,"None","None","None",0,"4","2010","WD","Normal",11.8494048444231,2,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,17,5,5,4,6,0.517951725692616,0.507818748023065,12,13,2.96939576428487,1.62941712868699,4,6,3,3,1.26078409318848,6,5,6,5,2,5,3,7,0,5,3,3,5,3,0,0,0,2.30690385500519,5,218,1452,0,925,1311,1457,1051,1380,9.48613879458928,1260,1444,114,726,1141,1433,515,504,445,488,1280,645,618,1309,221,416,1254,1426,739,1363,1332,586,1358,0,869,350,1309,1324,1338,0,0,0,1267,1198,4006,30.7644714916267,11.1199658574768,2,32.0186989738647
"1584","30","RL",67,13.9174848238821,"Pave","None","Reg","Lvl","AllPub","Inside","Mod","Edwards","Feedr","Norm","1Fam","1Story",3,4.67950029371714,1945,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","None","None","None","None",0,"None",0,0,0,"GasA","TA","N","SBrkr",5.71446386741265,0,0,7.14085495353296,0,0,1,0,2,0.750956851539637,"TA",1.83465857242314,"Min1",0,"None","Detchd",1945,"Unf",1,240,"TA","TA","N",0,0,0,0,0,0,"None","None","None",0,"4","2010","ConLD","Normal",11.3492411507931,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.536068741124469,5,3,5,5,6,0.517951725692616,0.507818748023065,12,13,1.98439706006336,1.24785385364991,3,3,0,0,0,0,0,6,3,1,5,2,4,0,2,1,3,5,1,0,0,0,1.27975914535631,5,1149,1452,0,925,1311,1457,1051,65,8.20001831985547,80,1444,1218,726,1141,1433,515,504,864,906,146,634,0,0,0,0,0,1426,428,95,1332,735,31,0,387,605,1309,1324,90,0,0,0,9,1198,3952,21.6741851876162,9.31323869256841,1,0
"1585","20","RL",68,13.9339251418031,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,4.67950029371714,1954,1954,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",0,52.6372687128146,207.573804630461,"GasA","Ex","Y","SBrkr",6.05196591536409,0,0,7.67702399878084,0,0,1,0,3,0.750956851539637,"TA",1.9965772716641,"Typ",0,"None","Detchd",1954,"Unf",1,319,"TA","TA","Y",19.6107316695404,0,8.38963188177763,0,0,0,"None","MnPrv","None",0,"1","2010","Oth","Abnorml",11.6073352395314,4,2,0,0.556413567999529,0.888575538839921,2,1.32775594936095,0.429656418517716,5,5,5,5,6,0.517951725692616,0.507818748023065,12,13,1.98439706006336,1.24785385364991,3,3,1,3,0.660769284439014,5,5,6,5,2,5,2,7,0,2,1,3,5,3,0,3.16585138931192,0,0.762557494487888,2,1149,1452,0,925,1311,1457,262,1380,8.20001831985547,1260,1444,1218,726,1141,1433,515,504,864,906,146,634,35,1309,953,430,1254,1426,739,1363,1332,735,1358,0,387,605,1309,1324,1338,0,9.98802284679122,0,3,101,3908,28.545224231307,10.2075622816331,1,28.3927603360641
"1586","20","RL",60,14.2196290016367,"Pave","None","IR1","Low","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,4.67950029371714,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",193.708599154389,"Unf",0,26.9588267444897,566.557068649268,"GasA","TA","Y","SBrkr",6.19429534509029,0,0,7.90807963089791,0.993439755709873,0,1,0,3,0.750956851539637,"TA",1.9965772716641,"Typ",0,"None","Attchd",1968,"RFn",1,336,"TA","TA","Y",51.052447836022,0,13.2590455882503,0,0,0,"None","MnPrv","None",0,"6","2010","WD","Normal",11.8844959179307,4,2,0,0.78174567719594,1.06347696371939,2,1.69478219767961,0.429656418517716,5,5,5,5,6,0.517951725692616,0.507818748023065,5,6,1.98439706006336,1.24785385364991,4,3,3,3,1.44195296880716,4,5,6,3,2,5,2,7,0,5,2,3,5,3,0,3.16585138931192,0,2.30690385500519,5,1149,1452,0,483,36,1457,94,1380,8.20001831985547,1260,1444,1218,726,1141,1433,220,214,864,906,1280,634,618,1309,132,220,1254,1426,428,1363,1332,735,1358,0,869,422,1309,1324,1338,0,9.98802284679122,0,1267,1198,3936,34.7144873194691,12.0124667599521,2,64.4975657853371
"1587","50","RL",89,14.5838664869858,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",4,3.99151663325503,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,78.3911121995815,373.572036195524,"GasA","Ex","N","FuseF",5.87926255056658,382.281353161859,0,7.82681071540727,0,0,1,0,2,0.750956851539637,"Fa",1.83465857242314,"Typ",0,"None","Detchd",1956,"Unf",2,480,"TA","Fa","P",0,0,0,0,22.2220711366755,0,"None","None","None",0,"6","2010","WD","Abnorml",11.1913556338511,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,5,5,5,5,3,0.517951725692616,0.507818748023065,12,13,1.98439706006336,1.24785385364991,4,3,2,3,0.660769284439014,5,5,6,5,1,3,1,7,0,2,1,3,2,2,0,0,0,2.30690385500519,2,1149,1452,0,925,1311,1457,1051,1380,8.20001831985547,1260,1444,1218,154,1141,1433,515,504,864,906,1280,634,649,1309,953,430,1254,1426,739,95,27,39,1358,0,387,605,1309,35,30,0,0,0,1267,101,3898,31.806387697237,10.4627879994399,1,34.8596598636913
"1588","80","RL",65,13.1913286603943,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,4.67950029371714,1975,1975,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",117.16877007677,"Unf",0,60.4195092038946,487.634550292734,"GasA","TA","Y","SBrkr",6.12796879492487,0,0,7.80003383729797,0.993439755709873,0,1,0,3,0.750956851539637,"TA",1.83465857242314,"Typ",0.903334070668931,"Fa","Detchd",1975,"Unf",1,352,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"6","2010","WD","Normal",11.7867697351338,4,2,0,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,5,5,5,5,5,0.517951725692616,0.507818748023065,10,11,1.98439706006336,1.24785385364991,4,3,2,3,1.26078409318848,4,5,6,3,2,5,2,7,2,2,1,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,1051,1380,8.20001831985547,1260,1444,1218,65,1141,1433,108,142,864,906,1280,634,649,1309,221,220,1254,1426,428,1363,1332,735,1358,33,387,605,1309,1324,1338,0,0,0,1267,1198,3950,33.1895330878607,11.2652569552512,2,0
"1589","20","RL",64,13.2270842609979,"Pave","None","Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,3.99151663325503,1958,1958,"Hip","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,91.1531595217242,467.202771862817,"GasA","Ex","Y","SBrkr",6.02690675993158,0,0,7.63665153346112,0,0,1,0,3,0.750956851539637,"TA",1.83465857242314,"Typ",0,"None","None",0,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"5","2010","WD","Normal",11.3022167792574,4,2,0,0.556413567999529,1.18590800126534,2,0.678301360238875,0.429656418517716,5,5,5,5,6,0.590519647936442,0.507818748023065,7,9,1.98439706006336,1.24785385364991,4,3,2,3,0.660769284439014,5,5,6,5,2,5,2,7,0,0,0,0,0,3,0,3.16585138931192,0,2.30690385500519,5,1149,1452,0,925,50,1457,1051,1380,8.20001831985547,1260,1444,1218,726,284,1433,26,38,864,906,1280,634,649,1309,953,430,1254,1426,739,1363,1332,735,1358,0,0,0,0,0,1338,0,9.98802284679122,0,1267,1198,3916,32.1394746416538,10.1391752564979,1,0
"1590","30","RL",67,12.6315952826646,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Artery","Norm","1Fam","1Story",5,4.67950029371714,1924,1999,"Gable","CompShg","MetalSd","VinylSd","BrkFace",19.7545835977681,"TA","TA","BrkTil","TA","TA","Mn","Rec",43.5600973999915,"Unf",0,91.9363478546714,529.402502876542,"GasA","Fa","N","FuseA",6.25509862113921,0,0,8.00770426127464,0,0,2,0,2,0.750956851539637,"Fa",1.83465857242314,"Typ",0.903334070668931,"Gd","Detchd",1979,"Unf",1,260,"TA","TA","Y",0,0,6.88461797051406,0,0,0,"None","MnPrv","None",0,"5","2010","WD","Normal",11.8486903085909,4,2,0,0.556413567999529,0.605160014839923,2,0.678301360238875,0.429656418517716,9,1,5,5,6,0.517951725692616,0.507818748023065,5,13,2.96939576428487,1.24785385364991,4,2,2,3,1.01876002303482,1,5,6,2,1,4,1,7,4,2,1,3,5,3,0,3.16585138931192,0,2.30690385500519,5,1149,1452,0,925,61,1457,1051,1380,4.86578960465064,48,1444,1218,726,1141,1433,220,504,445,906,1280,146,649,1309,114,133,1254,1426,49,95,94,39,1358,378,387,605,1309,1324,1338,0,9.98802284679122,0,1267,1198,3923,34.7701977235379,10.9853649842473,2,13.2254621313813
"1591","30","RL",60,13.6812903658228,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","SWISU","Norm","Norm","1Fam","1Story",6,4.67950029371714,1939,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",66.2553480935318,"Unf",0,70.2203675131113,422.488452202163,"GasA","TA","Y","SBrkr",5.93903267388716,0,0,7.49579926428815,0.993439755709873,0,1,0,2,0.750956851539637,"TA",1.64399504694992,"Typ",0.903334070668931,"Gd","Detchd",1939,"Unf",2,399,"TA","TA","Y",0,0,0,0,22.6573049662158,0,"None","None","None",0,"3","2010","WD","Normal",11.6526961029598,4,2,0,0.556413567999529,0.888575538839921,2,1.32775594936095,0.429656418517716,9,5,5,5,6,0.517951725692616,0.507818748023065,6,5,1.98439706006336,1.24785385364991,4,3,2,3,0.660769284439014,1,5,6,3,2,5,2,7,4,2,1,3,5,3,0,0,0,2.30690385500519,5,1149,1452,0,925,1311,1457,262,1380,4.86578960465064,1260,1444,1218,726,1141,1433,206,197,864,906,1280,634,649,1309,953,133,1254,1426,428,1363,1332,735,1358,378,387,605,1309,1324,1338,0,0,0,1267,1198,3889,30.8666416706119,10.413131204912,2,35.684697315599
"1592","90","RH",60,13.4801696842178,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","Duplex","2Story",4,4.67950029371714,1967,1967,"Flat","Tar&Grv","Plywood","CBlock","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA","TA","Y","SBrkr",5.94439656426664,2198.03371079311,0,8.9061393373626,0,0,3,0,6,1.24854328855515,"TA",2.47514177935597,"Min2",0,"None","None",0,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","Shed",6.56243243846245,"2","2010","WD","Normal",11.9276872249835,3,2,0.679604867257693,0.556413567999529,0.888575538839921,2,0.678301360238875,0.429656418517716,9,5,5,2,7,0.578406377119247,0.564405942592908,10,1,1.98439706006336,1.24785385364991,4,1,0,0,0,0,0,6,3,2,5,2,3,0,0,0,0,0,3,0,0,1.19184400113152,2.30690385500519,5,16,1452,119.495192781323,925,1311,1457,1051,1380,4.86578960465064,1260,1444,52,443,13,11,108,1,864,906,1280,24,0,0,0,0,0,1426,428,1363,1332,735,34,0,0,0,0,0,1338,0,0,0.597938944029032,1267,1198,3934,35.9779725143948,12.3729352720061,3,0
